type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
jk,,,31624,0,724,0,451.791,0.0
topic,,,31568,0,725,0,450.991,0.0
gave,,,31415,0,731,0,448.805,0.0
arent,,,31399,0,729,0,448.577,0.0
dark,,,31373,0,725,0,448.205,0.0
must,,,31147,0,730,0,444.976,0.0
die,,,31115,0,728,0,444.519,0.0
through,,,30846,0,733,0,440.676,0.0
meme,,,30660,0,723,0,438.018,0.0
red,,,30638,0,727,0,437.704,0.0
brother,,,30605,0,730,0,437.233,0.0
honestly,,,30495,0,730,0,435.661,0.0
nii,,,30328,0,384,0,433.275,0.0
eyes,,,30190,0,728,0,431.303,0.0
normal,,,30135,0,730,0,430.517,0.0
pics,,,30131,0,726,0,430.46,0.0
ooo,,,30084,0,725,0,429.789,0.0
mhm,,,29960,0,727,0,428.017,0.0
toon,,,29756,0,728,0,425.103,0.0
google,,,29708,0,727,0,424.417,0.0
cya,,,29685,0,719,0,424.088,0.0
eating,,,29677,0,728,0,423.974,0.0
fast,,,29652,0,729,0,423.617,0.0
open,,,29586,0,727,0,422.674,0.0
second,,,29584,0,728,0,422.645,0.0
full,,,29533,0,730,0,421.917,0.0
angie,,,29492,0,275,0,421.331,0.0
become,,,29438,0,728,0,420.559,0.0
thon,,,29414,0,724,0,420.216,0.0
wasnt,,,29324,0,726,0,418.93,0.0
white,,,29195,0,725,0,417.087,0.0
papa,,,29161,0,640,0,416.602,0.0
ones,,,29106,0,730,0,415.816,0.0
random,,,29090,0,727,0,415.587,0.0
room,,,29082,0,730,0,415.473,0.0
art,,,29062,0,728,0,415.187,0.0
anyway,,,29040,0,726,0,414.873,0.0
problem,,,28997,0,729,0,414.259,0.0
such,,,28990,0,729,0,414.159,0.0
sleeping,,,28988,0,724,0,414.13,0.0
run,,,28984,0,728,0,414.073,0.0
parents,,,28920,0,733,0,413.158,0.0
roblox,,,28905,0,719,0,412.944,0.0
beat,,,28859,0,728,0,412.287,0.0
hows,,,28833,0,725,0,411.915,0.0
family,,,28805,0,728,0,411.515,0.0
ily,,,28733,0,715,0,410.487,0.0
top,,,28684,0,730,0,409.787,0.0
color,,,28607,0,725,0,408.687,0.0
turn,,,28458,0,729,0,406.558,0.0
wbu,,,28426,0,719,0,406.101,0.0
super,,,28405,0,732,0,405.801,0.0
wat,,,28375,0,725,0,405.372,0.0
lmfao,,,28111,0,726,0,401.6,0.0
changed,,,27988,0,728,0,399.843,0.0
died,,,27966,0,728,0,399.528,0.0
tea,,,27878,0,727,0,398.271,0.0
em,,,27840,0,729,0,397.728,0.0
hii,,,27811,0,723,0,397.314,0.0
gf,,,27711,0,726,0,395.885,0.0
hold,,,27678,0,726,0,395.414,0.0
lemme,,,27660,0,729,0,395.157,0.0
liken,,,27592,0,728,0,394.185,0.0
under,,,27497,0,729,0,392.828,0.0
mc,,,27422,0,723,0,391.756,0.0
month,,,27416,0,730,0,391.671,0.0
months,,,27409,0,729,0,391.571,0.0
welp,,,27395,0,726,0,391.371,0.0
amazing,,,27394,0,729,0,391.356,0.0
move,,,27376,0,728,0,391.099,0.0
blue,,,27329,0,725,0,390.428,0.0
idea,,,27264,0,729,0,389.499,0.0
listening,,,27251,0,727,0,389.313,0.0
heart,,,27232,0,728,0,389.042,0.0
ikr,,,27214,0,723,0,388.785,0.0
epic,,,27199,0,716,0,388.57,0.0
knows,,,27186,0,729,0,388.385,0.0
scared,,,27166,0,731,0,388.099,0.0
owner,,,26916,0,719,0,384.527,0.0
words,,,26883,0,730,0,384.056,0.0
yesterday,,,26868,0,730,0,383.841,0.0
pizza,,,26865,0,720,0,383.798,0.0
nobody,,,26807,0,728,0,382.97,0.0
yep,,,26738,0,728,0,381.984,0.0
unless,,,26701,0,728,0,381.455,0.0
broke,,,26691,0,729,0,381.312,0.0
coming,,,26673,0,727,0,381.055,0.0
light,,,26650,0,727,0,380.727,0.0
tomorrow,,,26635,0,730,0,380.512,0.0
hour,,,26632,0,728,0,380.469,0.0
working,,,26631,0,727,0,380.455,0.0
yeahn,,,26567,0,727,0,379.541,0.0
brain,,,26534,0,727,0,379.069,0.0
thinking,,,26460,0,729,0,378.012,0.0
mn,,,26413,0,723,0,377.341,0.0
link,,,26410,0,726,0,377.298,0.0
emotes,,,26410,0,717,0,377.298,0.0
favorite,,,26341,0,726,0,376.312,0.0
minutes,,,26335,0,730,0,376.226,0.0
finally,,,26328,0,729,0,376.126,0.0
country,,,26321,0,724,0,376.026,0.0
pinged,,,26256,0,721,0,375.098,0.0
basically,,,26248,0,729,0,374.983,0.0
feeling,,,26237,0,729,0,374.826,0.0
st,,,26193,0,725,0,374.197,0.0
da,,,26098,0,724,0,372.84,0.0
usually,,,26081,0,727,0,372.597,0.0
instead,,,26017,0,728,0,371.683,0.0
upn,,,26013,0,729,0,371.626,0.0
supposed,,,25995,0,727,0,371.369,0.0
woke,,,25978,0,724,0,371.126,0.0
glad,,,25959,0,728,0,370.854,0.0
hand,,,25959,0,728,0,370.854,0.0
able,,,25952,0,731,0,370.754,0.0
ln,,,25872,0,723,0,369.611,0.0
wut,,,25840,0,716,0,369.154,0.0
pn,,,25766,0,725,0,368.097,0.0
far,,,25737,0,729,0,367.683,0.0
meet,,,25664,0,727,0,366.64,0.0
pp,,,25637,0,714,0,366.254,0.0
wn,,,25592,0,724,0,365.611,0.0
cold,,,25566,0,726,0,365.24,0.0
ngl,,,25540,0,728,0,364.868,0.0
body,,,25463,0,728,0,363.768,0.0
exactly,,,25358,0,727,0,362.268,0.0
goes,,,25309,0,729,0,361.568,0.0
boi,,,25292,0,724,0,361.325,0.0
swear,,,25270,0,727,0,361.011,0.0
test,,,25211,0,729,0,360.168,0.0
child,,,25153,0,727,0,359.339,0.0
members,,,25152,0,721,0,359.325,0.0
short,,,25102,0,726,0,358.61,0.0
sister,,,25026,0,725,0,357.525,0.0
date,,,25024,0,724,0,357.496,0.0
aaron,,,24982,0,281,0,356.896,0.0
learn,,,24955,0,729,0,356.51,0.0
admin,,,24898,0,722,0,355.696,0.0
profile,,,24853,0,722,0,355.053,0.0
weeb,,,24800,0,712,0,354.296,0.0
story,,,24676,0,728,0,352.524,0.0
poke,,,24655,0,637,0,352.224,0.0
among,,,24640,0,662,0,352.01,0.0
each,,,24627,0,728,0,351.824,0.0
bruhn,,,24602,0,722,0,351.467,0.0
ow,,,24569,0,723,0,350.995,0.0
chan,,,24528,0,697,0,350.41,0.0
pick,,,24469,0,727,0,349.567,0.0
star,,,24445,0,723,0,349.224,0.0
number,,,24444,0,724,0,349.21,0.0
female,,,24437,0,725,0,349.11,0.0
likes,,,24408,0,728,0,348.695,0.0
loli,,,24408,0,631,0,348.695,0.0
irl,,,24361,0,727,0,348.024,0.0
self,,,24331,0,733,0,347.595,0.0
april,,,24303,0,693,0,347.195,0.0
alone,,,24296,0,728,0,347.095,0.0
win,,,24273,0,723,0,346.766,0.0
known,,,24265,0,727,0,346.652,0.0
hurt,,,24195,0,727,0,345.652,0.0
answer,,,24179,0,725,0,345.424,0.0
tofuuu,,,24175,0,60,0,345.366,0.0
nooo,,,24123,0,725,0,344.623,0.0
goodnight,,,24122,0,720,0,344.609,0.0
oi,,,24070,0,720,0,343.866,0.0
matter,,,24040,0,728,0,343.438,0.0
usagi,,,24029,0,127,0,343.28,0.0
ice,,,24025,0,723,0,343.223,0.0
whatever,,,23994,0,730,0,342.78,0.0
death,,,23847,0,729,0,340.68,0.0
cutie,,,23821,0,707,0,340.309,0.0
nsfw,,,23801,0,716,0,340.023,0.0
cherry,,,23765,0,602,0,339.509,0.0
luck,,,23728,0,727,0,338.98,0.0
congrats,,,23718,0,720,0,338.837,0.0
forget,,,23688,0,727,0,338.409,0.0
wake,,,23642,0,727,0,337.751,0.0
yoshino,,,23620,0,61,0,337.437,0.0
oo,,,23618,0,724,0,337.409,0.0
wtf,,,23595,0,725,0,337.08,0.0
taking,,,23517,0,730,0,335.966,0.0
small,,,23510,0,731,0,335.866,0.0
waitn,,,23495,0,724,0,335.651,0.0
ohhh,,,23487,0,728,0,335.537,0.0
uhh,,,23450,0,727,0,335.008,0.0
wha,,,23347,0,721,0,333.537,0.0
waiting,,,23344,0,729,0,333.494,0.0
bread,,,23341,0,720,0,333.451,0.0
general,,,23323,0,728,0,333.194,0.0
needs,,,23310,0,728,0,333.008,0.0
alive,,,23297,0,731,0,332.823,0.0
bonk,,,23281,0,520,0,332.594,0.0
custom,,,23280,0,709,0,332.58,0.0
shouldn,,,23273,0,728,0,332.48,0.0
nickname,,,23218,0,717,0,331.694,0.0
ig,,,23195,0,729,0,331.365,0.0
slow,,,23180,0,727,0,331.151,0.0
picture,,,23158,0,724,0,330.837,0.0
toxic,,,23133,0,723,0,330.479,0.0
fact,,,23125,0,727,0,330.365,0.0
bout,,,23049,0,725,0,329.279,0.0
aww,,,22977,0,722,0,328.251,0.0
qt,,,22885,0,661,0,326.936,0.0
car,,,22835,0,725,0,326.222,0.0
jesus,,,22800,0,722,0,325.722,0.0
uhhh,,,22747,0,724,0,324.965,0.0
ma,,,22657,0,721,0,323.679,0.0
fortnite,,,22611,0,709,0,323.022,0.0
bots,,,22576,0,722,0,322.522,0.0
till,,,22573,0,728,0,322.479,0.0
teacher,,,22532,0,729,0,321.893,0.0
knew,,,22515,0,728,0,321.65,0.0
fn,,,22482,0,724,0,321.179,0.0
deletedchannel,,,22411,0,596,0,320.164,0.0
chicken,,,22363,0,725,0,319.479,0.0
ayo,,,22297,0,688,0,318.536,0.0
easy,,,22275,0,731,0,318.221,0.0
king,,,22246,0,721,0,317.807,0.0
happen,,,22146,0,727,0,316.378,0.0
wonder,,,22095,0,726,0,315.65,0.0
fan,,,22068,0,724,0,315.264,0.0
human,,,21991,0,726,0,314.164,0.0
member,,,21987,0,722,0,314.107,0.0
language,,,21971,0,725,0,313.878,0.0
tall,,,21939,0,721,0,313.421,0.0
tryna,,,21914,0,722,0,313.064,0.0
typing,,,21893,0,726,0,312.764,0.0
avatar,,,21882,0,702,0,312.607,0.0
spamming,,,21808,0,718,0,311.549,0.0
worry,,,21804,0,729,0,311.492,0.0
fake,,,21762,0,728,0,310.892,0.0
single,,,21730,0,726,0,310.435,0.0
missed,,,21707,0,722,0,310.107,0.0
calling,,,21628,0,723,0,308.978,0.0
pog,,,21618,0,689,0,308.835,0.0
angel,,,21557,0,701,0,307.964,0.0
ha,,,21533,0,722,0,307.621,0.0
servern,,,21473,0,720,0,306.763,0.0
rest,,,21420,0,728,0,306.006,0.0
hehe,,,21391,0,727,0,305.592,0.0
coffee,,,21271,0,723,0,303.878,0.0
abt,,,21268,0,709,0,303.835,0.0
jack,,,21255,0,691,0,303.649,0.0
league,,,21213,0,714,0,303.049,0.0
songs,,,21196,0,725,0,302.806,0.0
season,,,21163,0,719,0,302.335,0.0
against,,,21147,0,726,0,302.106,0.0
ofc,,,21104,0,730,0,301.492,0.0
nicen,,,21033,0,725,0,300.477,0.0
deleted,,,20967,0,729,0,299.534,0.0
confused,,,20957,0,725,0,299.391,0.0
furry,,,20957,0,711,0,299.391,0.0
married,,,20951,0,716,0,299.306,0.0
seems,,,20947,0,727,0,299.249,0.0
delete,,,20929,0,723,0,298.991,0.0
straight,,,20884,0,726,0,298.349,0.0
less,,,20790,0,729,0,297.006,0.0
side,,,20769,0,728,0,296.706,0.0
happening,,,20694,0,731,0,295.634,0.0
moon,,,20670,0,714,0,295.291,0.0
agree,,,20609,0,728,0,294.42,0.0
dating,,,20584,0,722,0,294.063,0.0
japanese,,,20558,0,719,0,293.691,0.0
xd,,,20530,0,717,0,293.291,0.0
ded,,,20521,0,721,0,293.163,0.0
koya,,,20512,0,113,0,293.034,0.0
text,,,20497,0,724,0,292.82,0.0
theyre,,,20493,0,727,0,292.762,0.0
hands,,,20486,0,726,0,292.662,0.0
women,,,20434,0,720,0,291.92,0.0
vergil,,,20410,0,70,0,291.577,0.0
aw,,,20347,0,724,0,290.677,0.0
dw,,,20285,0,725,0,289.791,0.0
works,,,20228,0,726,0,288.977,0.0
mode,,,20197,0,722,0,288.534,0.0
legit,,,20179,0,722,0,288.276,0.0
cheese,,,20121,0,718,0,287.448,0.0
ahh,,,20111,0,727,0,287.305,0.0
comes,,,20099,0,731,0,287.134,0.0
dang,,,20076,0,724,0,286.805,0.0
manga,,,20076,0,698,0,286.805,0.0
french,,,20068,0,724,0,286.691,0.0
dream,,,20031,0,725,0,286.162,0.0
cookie,,,19953,0,718,0,285.048,0.0
math,,,19911,0,726,0,284.448,0.0
ohh,,,19879,0,723,0,283.99,0.0
sense,,,19848,0,729,0,283.548,0.0
nani,,,19841,0,696,0,283.448,0.0
together,,,19811,0,725,0,283.019,0.0
internet,,,19804,0,727,0,282.919,0.0
finished,,,19787,0,727,0,282.676,0.0
power,,,19784,0,727,0,282.633,0.0
backn,,,19766,0,724,0,282.376,0.0
emoji,,,19584,0,721,0,279.776,0.0
reading,,,19583,0,725,0,279.762,0.0
apple,,,19514,0,721,0,278.776,0.0
ready,,,19479,0,726,0,278.276,0.0
gon,,,19459,0,728,0,277.99,0.0
character,,,19370,0,726,0,276.719,0.0
fire,,,19281,0,723,0,275.447,0.0
invite,,,19259,0,722,0,275.133,0.0
hell,,,19201,0,726,0,274.304,0.0
command,,,19164,0,723,0,273.776,0.0
onen,,,19153,0,726,0,273.618,0.0
timen,,,19110,0,729,0,273.004,0.0
indeed,,,19091,0,725,0,272.733,0.0
annoying,,,19074,0,724,0,272.49,0.0
stream,,,19064,0,718,0,272.347,0.0
trust,,,19000,0,728,0,271.433,0.0
sweet,,,18967,0,722,0,270.961,0.0
except,,,18956,0,725,0,270.804,0.0
trap,,,18947,0,706,0,270.675,0.0
team,,,18935,0,723,0,270.504,0.0
uw,,,18908,0,715,0,270.118,0.0
anybody,,,18857,0,725,0,269.39,0.0
boys,,,18850,0,724,0,269.29,0.0
ate,,,18821,0,725,0,268.875,0.0
thx,,,18820,0,723,0,268.861,0.0
trash,,,18776,0,720,0,268.232,0.0
boop,,,18680,0,632,0,266.861,0.0
code,,,18661,0,723,0,266.589,0.0
poor,,,18658,0,725,0,266.547,0.0
rnn,,,18654,0,719,0,266.489,0.0
telling,,,18637,0,727,0,266.247,0.0
others,,,18600,0,729,0,265.718,0.0
luna,,,18597,0,512,0,265.675,0.0
asleep,,,18555,0,725,0,265.075,0.0
heya,,,18535,0,694,0,264.789,0.0
young,,,18531,0,726,0,264.732,0.0
sleepn,,,18514,0,724,0,264.489,0.0
card,,,18510,0,723,0,264.432,0.0
crying,,,18475,0,727,0,263.932,0.0
againn,,,18467,0,725,0,263.818,0.0
older,,,18438,0,727,0,263.404,0.0
commands,,,18404,0,719,0,262.918,0.0
noodles,,,18318,0,689,0,261.689,0.0
happens,,,18281,0,726,0,261.161,0.0
jae,,,18280,0,162,0,261.146,0.0
mann,,,18253,0,717,0,260.761,0.0
moment,,,18244,0,730,0,260.632,0.0
user,,,18150,0,723,0,259.289,0.0
feet,,,18148,0,721,0,259.26,0.0
meh,,,18120,0,720,0,258.86,0.0
ben,,,18119,0,717,0,258.846,0.0
fish,,,18115,0,722,0,258.789,0.0
ruby,,,18111,0,404,0,258.732,0.0
mins,,,18104,0,725,0,258.632,0.0
doin,,,18093,0,721,0,258.475,0.0
leaving,,,18081,0,730,0,258.303,0.0
block,,,18067,0,722,0,258.103,0.0
pass,,,17957,0,729,0,256.532,0.0
oofn,,,17950,0,705,0,256.432,0.0
memes,,,17942,0,716,0,256.317,0.0
joe,,,17932,0,681,0,256.175,0.0
vivi,,,17929,0,142,0,256.132,0.0
set,,,17912,0,725,0,255.889,0.0
fav,,,17850,0,722,0,255.003,0.0
outside,,,17845,0,725,0,254.932,0.0
alot,,,17836,0,729,0,254.803,0.0
wouldnt,,,17828,0,725,0,254.689,0.0
na,,,17810,0,722,0,254.432,0.0
sir,,,17793,0,721,0,254.189,0.0
shall,,,17785,0,725,0,254.074,0.0
feels,,,17754,0,729,0,253.632,0.0
ight,,,17739,0,719,0,253.417,0.0
asian,,,17721,0,718,0,253.16,0.0
boost,,,17691,0,707,0,252.732,0.0
wife,,,17689,0,718,0,252.703,0.0
perms,,,17685,0,710,0,252.646,0.0
af,,,17666,0,724,0,252.374,0.0
hugs,,,17643,0,702,0,252.046,0.0
bought,,,17638,0,723,0,251.974,0.0
mobile,,,17603,0,720,0,251.474,0.0
senpai,,,17589,0,693,0,251.274,0.0
oki,,,17589,0,716,0,251.274,0.0
giving,,,17579,0,729,0,251.131,0.0
kun,,,17575,0,584,0,251.074,0.0
sora,,,17564,0,420,0,250.917,0.0
past,,,17551,0,731,0,250.731,0.0
aye,,,17546,0,724,0,250.66,0.0
punch,,,17528,0,722,0,250.403,0.0
blocked,,,17486,0,721,0,249.803,0.0
gif,,,17425,0,720,0,248.931,0.0
hellon,,,17411,0,725,0,248.731,0.0
cut,,,17410,0,728,0,248.717,0.0
cringe,,,17391,0,722,0,248.446,0.0
early,,,17360,0,727,0,248.003,0.0
cn,,,17359,0,722,0,247.988,0.0
waifu,,,17340,0,677,0,247.717,0.0
rlly,,,17333,0,727,0,247.617,0.0
shower,,,17324,0,724,0,247.488,0.0
reveal,,,17303,0,720,0,247.188,0.0
beautiful,,,17265,0,724,0,246.646,0.0
lie,,,17260,0,725,0,246.574,0.0
dying,,,17238,0,728,0,246.26,0.0
yup,,,17233,0,722,0,246.188,0.0
pixie,,,17232,0,157,0,246.174,0.0
bf,,,17219,0,721,0,245.988,0.0
party,,,17202,0,720,0,245.745,0.0
gamer,,,17179,0,712,0,245.417,0.0
war,,,17173,0,724,0,245.331,0.0
speaking,,,17172,0,725,0,245.317,0.0
fall,,,17167,0,726,0,245.245,0.0
finish,,,17154,0,726,0,245.06,0.0
interesting,,,17108,0,724,0,244.403,0.0
alt,,,17066,0,716,0,243.803,0.0
spanish,,,17056,0,722,0,243.66,0.0
special,,,17044,0,723,0,243.488,0.0
male,,,17022,0,722,0,243.174,0.0
draw,,,17020,0,718,0,243.145,0.0
christmas,,,16965,0,690,0,242.36,0.0
kitten,,,16932,0,659,0,241.888,0.0
busy,,,16928,0,724,0,241.831,0.0
bring,,,16912,0,725,0,241.602,0.0
pink,,,16911,0,721,0,241.588,0.0
bron,,,16908,0,718,0,241.545,0.0
rather,,,16886,0,730,0,241.231,0.0
drop,,,16880,0,728,0,241.145,0.0
share,,,16876,0,726,0,241.088,0.0
count,,,16830,0,724,0,240.431,0.0
worth,,,16801,0,728,0,240.017,0.0
support,,,16797,0,726,0,239.959,0.0
group,,,16796,0,724,0,239.945,0.0
between,,,16791,0,727,0,239.874,0.0
rude,,,16770,0,725,0,239.574,0.0
hentai,,,16751,0,537,0,239.302,0.0
status,,,16749,0,715,0,239.274,0.0
ooh,,,16737,0,729,0,239.102,0.0
neko,,,16725,0,617,0,238.931,0.0
rep,,,16721,0,572,0,238.874,0.0
mate,,,16707,0,724,0,238.674,0.0
cats,,,16683,0,722,0,238.331,0.0
write,,,16677,0,727,0,238.245,0.0
asagao,,,16642,0,96,0,237.745,0.0
points,,,16627,0,689,0,237.531,0.0
killed,,,16616,0,724,0,237.374,0.0
nu,,,16609,0,719,0,237.274,0.0
guysn,,,16594,0,722,0,237.059,0.0
accept,,,16587,0,728,0,236.959,0.0
american,,,16543,0,722,0,236.331,0.0
scary,,,16537,0,722,0,236.245,0.0
taste,,,16474,0,723,0,235.345,0.0
plus,,,16450,0,728,0,235.002,0.0
lewd,,,16424,0,589,0,234.631,0.0
homie,,,16420,0,705,0,234.573,0.0
yeet,,,16409,0,688,0,234.416,0.0
attention,,,16399,0,729,0,234.273,0.0
course,,,16395,0,721,0,234.216,0.0
names,,,16384,0,723,0,234.059,0.0
brb,,,16377,0,719,0,233.959,0.0
inside,,,16333,0,726,0,233.331,0.0
kick,,,16333,0,721,0,233.331,0.0
safe,,,16322,0,724,0,233.173,0.0
bean,,,16316,0,701,0,233.088,0.0
green,,,16306,0,722,0,232.945,0.0
broken,,,16293,0,727,0,232.759,0.0
joking,,,16285,0,720,0,232.645,0.0
ex,,,16253,0,723,0,232.188,0.0
pet,,,16199,0,720,0,231.416,0.0
welln,,,16180,0,722,0,231.145,0.0
claim,,,16145,0,696,0,230.645,0.0
err,,,16106,0,398,0,230.088,0.0
jess,,,16064,0,302,0,229.488,0.0
ugh,,,16056,0,722,0,229.373,0.0
gtg,,,16041,0,721,0,229.159,0.0
singing,,,15993,0,720,0,228.473,0.0
named,,,15990,0,722,0,228.43,0.0
dance,,,15968,0,723,0,228.116,0.0
explain,,,15966,0,726,0,228.087,0.0
america,,,15936,0,722,0,227.659,0.0
mr,,,15933,0,721,0,227.616,0.0
save,,,15921,0,726,0,227.445,0.0
notn,,,15917,0,726,0,227.387,0.0
click,,,15883,0,721,0,226.902,0.0
calm,,,15857,0,726,0,226.53,0.0
samen,,,15845,0,724,0,226.359,0.0
shut,,,15836,0,721,0,226.23,0.0
soul,,,15818,0,718,0,225.973,0.0
met,,,15805,0,726,0,225.787,0.0
min,,,15770,0,722,0,225.287,0.0
crazy,,,15761,0,727,0,225.159,0.0
bite,,,15736,0,712,0,224.802,0.0
nom,,,15698,0,617,0,224.259,0.0
sugar,,,15660,0,722,0,223.716,0.0
hurts,,,15654,0,725,0,223.63,0.0
hihi,,,15639,0,693,0,223.416,0.0
quite,,,15632,0,724,0,223.316,0.0
idkn,,,15631,0,724,0,223.302,0.0
exist,,,15623,0,726,0,223.187,0.0
unmute,,,15606,0,701,0,222.944,0.0
actual,,,15576,0,723,0,222.516,0.0
gimme,,,15562,0,716,0,222.316,0.0
sleepy,,,15554,0,721,0,222.202,0.0
serious,,,15548,0,728,0,222.116,0.0
thighs,,,15540,0,663,0,222.001,0.0
mmm,,,15532,0,725,0,221.887,0.0
nd,,,15530,0,725,0,221.859,0.0
juice,,,15525,0,717,0,221.787,0.0
sam,,,15516,0,663,0,221.659,0.0
ps,,,15492,0,716,0,221.316,0.0
heyo,,,15480,0,702,0,221.144,0.0
ton,,,15474,0,726,0,221.059,0.0
lose,,,15445,0,729,0,220.644,0.0
boring,,,15431,0,726,0,220.444,0.0
rule,,,15369,0,716,0,219.559,0.0
queen,,,15350,0,716,0,219.287,0.0
slept,,,15347,0,722,0,219.244,0.0
wear,,,15313,0,722,0,218.759,0.0
wheres,,,15313,0,719,0,218.759,0.0
bb,,,15279,0,708,0,218.273,0.0
ahhh,,,15256,0,724,0,217.944,0.0
ghost,,,15228,0,721,0,217.544,0.0
sus,,,15226,0,686,0,217.516,0.0
woman,,,15213,0,724,0,217.33,0.0
james,,,15206,0,667,0,217.23,0.0
list,,,15159,0,723,0,216.558,0.0
sooo,,,15158,0,725,0,216.544,0.0
college,,,15155,0,719,0,216.501,0.0
chu,,,15128,0,634,0,216.116,0.0
jokes,,,15096,0,725,0,215.658,0.0
proof,,,15074,0,719,0,215.344,0.0
weeks,,,15048,0,723,0,214.973,0.0
deal,,,15020,0,725,0,214.573,0.0
quick,,,14970,0,724,0,213.858,0.0
dunno,,,14952,0,720,0,213.601,0.0
thisn,,,14949,0,723,0,213.558,0.0
whyn,,,14944,0,717,0,213.487,0.0
nick,,,14935,0,709,0,213.358,0.0
seriously,,,14914,0,729,0,213.058,0.0
wassup,,,14910,0,717,0,213.001,0.0
steal,,,14908,0,722,0,212.973,0.0
wot,,,14897,0,712,0,212.815,0.0
mochi,,,14866,0,426,0,212.373,0.0
data,,,14862,0,667,0,212.315,0.0
awesome,,,14816,0,721,0,211.658,0.0
middle,,,14815,0,723,0,211.644,0.0
meann,,,14812,0,722,0,211.601,0.0
max,,,14811,0,712,0,211.587,0.0
namen,,,14807,0,721,0,211.53,0.0
warned,,,14779,0,714,0,211.13,0.0
liked,,,14768,0,724,0,210.972,0.0
potato,,,14753,0,707,0,210.758,0.0
demon,,,14722,0,718,0,210.315,0.0
jojo,,,14710,0,692,0,210.144,0.0
naruto,,,14676,0,708,0,209.658,0.0
raid,,,14662,0,713,0,209.458,0.0
gift,,,14659,0,720,0,209.415,0.0
somebody,,,14649,0,722,0,209.272,0.0
pokemon,,,14642,0,713,0,209.172,0.0
hungry,,,14628,0,724,0,208.972,0.0
thenn,,,14614,0,719,0,208.772,0.0
worse,,,14596,0,726,0,208.515,0.0
depends,,,14570,0,723,0,208.144,0.0
search,,,14563,0,724,0,208.044,0.0
smart,,,14563,0,724,0,208.044,0.0
de,,,14533,0,717,0,207.615,0.0
foxy,,,14529,0,213,0,207.558,0.0
slowmode,,,14509,0,431,0,207.272,0.0
chance,,,14457,0,726,0,206.529,0.0
earlier,,,14393,0,724,0,205.615,0.0
event,,,14390,0,711,0,205.572,0.0
choose,,,14371,0,726,0,205.301,0.0
acc,,,14318,0,718,0,204.544,0.0
dragon,,,14313,0,706,0,204.472,0.0
cream,,,14295,0,717,0,204.215,0.0
snipe,,,14294,0,615,0,204.201,0.0
dr,,,14281,0,706,0,204.015,0.0
chocolate,,,14280,0,719,0,204.001,0.0
alr,,,14277,0,686,0,203.958,0.0
space,,,14268,0,719,0,203.829,0.0
line,,,14262,0,721,0,203.744,0.0
lucky,,,14234,0,725,0,203.344,0.0
act,,,14231,0,728,0,203.301,0.0
gender,,,14224,0,724,0,203.201,0.0
username,,,14195,0,716,0,202.786,0.0
seconds,,,14162,0,721,0,202.315,0.0
everybody,,,14156,0,722,0,202.229,0.0
remove,,,14155,0,721,0,202.215,0.0
living,,,14127,0,728,0,201.815,0.0
mee,,,14111,0,704,0,201.586,0.0
dat,,,14106,0,719,0,201.515,0.0
yours,,,14089,0,721,0,201.272,0.0
bday,,,14088,0,717,0,201.258,0.0
amn,,,14056,0,721,0,200.801,0.0
minute,,,14047,0,727,0,200.672,0.0
fair,,,14031,0,726,0,200.444,0.0
cr,,,14019,0,459,0,200.272,0.0
pings,,,14006,0,717,0,200.086,0.0
children,,,13982,0,723,0,199.743,0.0
german,,,13979,0,716,0,199.701,0.0
bunny,,,13968,0,704,0,199.543,0.0
walk,,,13956,0,725,0,199.372,0.0
seem,,,13956,0,727,0,199.372,0.0
club,,,13951,0,715,0,199.301,0.0
osu,,,13950,0,660,0,199.286,0.0
laugh,,,13945,0,726,0,199.215,0.0
takes,,,13896,0,727,0,198.515,0.0
apparently,,,13841,0,726,0,197.729,0.0
gives,,,13835,0,722,0,197.643,0.0
daw,,,13834,0,169,0,197.629,0.0
step,,,13791,0,727,0,197.015,0.0
laptop,,,13735,0,722,0,196.215,0.0
born,,,13730,0,718,0,196.143,0.0
sending,,,13714,0,724,0,195.915,0.0
loves,,,13698,0,722,0,195.686,0.0
gud,,,13696,0,704,0,195.658,0.0
okayn,,,13676,0,718,0,195.372,0.0
prefer,,,13676,0,720,0,195.372,0.0
perfect,,,13665,0,728,0,195.215,0.0
below,,,13660,0,716,0,195.143,0.0
themn,,,13659,0,722,0,195.129,0.0
fix,,,13653,0,723,0,195.043,0.0
hmmn,,,13649,0,718,0,194.986,0.0
ignore,,,13643,0,724,0,194.9,0.0
saya,,,13624,0,193,0,194.629,0.0
couple,,,13615,0,726,0,194.5,0.0
cake,,,13583,0,713,0,194.043,0.0
mother,,,13580,0,721,0,194.0,0.0
blood,,,13560,0,724,0,193.715,0.0
outn,,,13546,0,726,0,193.515,0.0
respect,,,13543,0,723,0,193.472,0.0
eye,,,13536,0,717,0,193.372,0.0
cap,,,13536,0,706,0,193.372,0.0
opinion,,,13510,0,725,0,193.0,0.0
ay,,,13478,0,721,0,192.543,0.0
plz,,,13454,0,721,0,192.2,0.0
gaming,,,13453,0,723,0,192.186,0.0
vote,,,13444,0,704,0,192.058,0.0
np,,,13421,0,726,0,191.729,0.0
info,,,13405,0,717,0,191.5,0.0
pfpn,,,13403,0,713,0,191.472,0.0
kek,,,13367,0,634,0,190.957,0.0
